coefficients_objectif,matrice_contraintes,borne_contraintes,solution,z_optimal
"[24, 63]","[11, 22, 9, 51, 70, 29]","[9, 68, 9]","[0.0, 0.3]",20
"[24, 89]","[65, 69, 91, 17, 22, 63]","[106, 101, 149]","[0.0, 1.5]",137
"[79, 79]","[22, 30, 20, 27, 51, 48]","[39, 80, 2]","[0.0, 0.0]",3
"[48, 55]","[31, 48, 47, 78, 7, 59]","[9, 70, 100]","[0.3, 0.0]",14
"[40, 19]","[52, 83, 93, 45, 41, 94]","[61, 83, 72]","[0.9, 0.0]",36
"[27, 24]","[5, 27, 39, 24, 29, 70]","[147, 71, 46]","[1.6, 0.0]",43
"[56, 52]","[59, 65, 24, 9, 19, 51]","[17, 131, 108]","[0.3, 0.0]",16
"[96, 14]","[15, 30, 5, 57, 29, 9]","[93, 125, 129]","[4.4, 0.0]",427
"[6, 5]","[90, 16, 58, 83, 76, 16]","[117, 61, 123]","[1.1, 0.0]",6
"[50, 46]","[55, 52, 37, 99, 77, 68]","[18, 47, 81]","[0.3, 0.0]",16
"[56, 2]","[60, 5, 47, 6, 9, 26]","[85, 11, 29]","[0.2, 0.0]",13
"[36, 28]","[23, 42, 56, 40, 28, 31]","[80, 123, 71]","[1.6, 0.9]",81
"[56, 78]","[80, 65, 87, 91, 38, 1]","[60, 57, 54]","[0.0, 0.6]",49
"[12, 63]","[40, 3, 91, 48, 8, 16]","[125, 95, 36]","[0.0, 2.0]",125
"[29, 10]","[6, 76, 33, 31, 82, 84]","[22, 17, 135]","[0.5, 0.0]",15
"[22, 91]","[80, 67, 96, 81, 20, 17]","[91, 26, 29]","[0.0, 0.3]",29
"[31, 22]","[92, 25, 35, 81, 42, 60]","[83, 71, 109]","[0.8, 0.6]",35
"[27, 17]","[66, 60, 39, 60, 49, 65]","[5, 41, 150]","[0.1, 0.0]",2
"[86, 87]","[56, 94, 69, 7, 96, 85]","[72, 102, 18]","[0.0, 0.2]",18
"[42, 2]","[1, 100, 63, 76, 91, 26]","[108, 32, 119]","[0.5, 0.0]",21
"[43, 63]","[25, 17, 92, 100, 75, 65]","[27, 137, 61]","[0.0, 0.9]",59
"[59, 95]","[25, 26, 48, 32, 100, 54]","[101, 79, 123]","[0.0, 2.3]",216
"[71, 90]","[32, 29, 94, 32, 3, 29]","[93, 142, 123]","[0.0, 3.2]",289
"[40, 15]","[75, 40, 29, 53, 48, 33]","[140, 125, 57]","[1.2, 0.0]",48
"[79, 46]","[74, 61, 54, 7, 24, 44]","[115, 103, 114]","[1.6, 0.0]",123
"[45, 16]","[33, 28, 41, 20, 14, 68]","[148, 26, 94]","[0.6, 0.0]",29
"[40, 42]","[57, 62, 83, 1, 73, 92]","[73, 105, 5]","[0.1, 0.0]",3
"[98, 65]","[5, 81, 53, 70, 4, 26]","[25, 1, 126]","[0.0, 0.0]",2
"[30, 14]","[70, 81, 7, 4, 87, 22]","[72, 23, 77]","[0.8, 0.2]",28
"[44, 69]","[45, 95, 90, 27, 60, 10]","[58, 117, 81]","[1.3, 0.0]",57
"[91, 20]","[78, 78, 53, 34, 36, 67]","[41, 72, 148]","[0.5, 0.0]",48
"[49, 54]","[82, 41, 22, 84, 67, 53]","[92, 49, 14]","[0.0, 0.3]",14
"[72, 13]","[79, 61, 61, 95, 60, 53]","[123, 123, 130]","[1.6, 0.0]",112
"[88, 3]","[91, 95, 82, 78, 71, 81]","[138, 28, 22]","[0.3, 0.0]",27
"[84, 5]","[93, 72, 65, 42, 75, 20]","[70, 119, 57]","[0.8, 0.0]",63
"[86, 62]","[89, 55, 74, 95, 87, 75]","[12, 102, 27]","[0.0, 0.2]",14
"[40, 53]","[95, 94, 21, 82, 6, 92]","[17, 123, 83]","[0.0, 0.2]",10
"[39, 90]","[52, 78, 21, 24, 16, 11]","[131, 93, 14]","[0.0, 1.3]",115
"[96, 2]","[5, 59, 52, 98, 17, 88]","[48, 59, 144]","[1.1, 0.0]",109
"[57, 2]","[43, 38, 40, 100, 44, 59]","[80, 37, 124]","[0.9, 0.0]",53
"[68, 51]","[69, 35, 36, 5, 5, 73]","[98, 99, 28]","[1.3, 0.3]",101
"[4, 69]","[88, 6, 54, 19, 39, 86]","[133, 134, 68]","[0.0, 0.8]",55
"[97, 20]","[64, 91, 35, 68, 27, 10]","[23, 99, 45]","[0.4, 0.0]",35
"[90, 39]","[58, 33, 97, 28, 27, 86]","[121, 92, 121]","[0.6, 1.2]",101
"[55, 45]","[64, 74, 64, 86, 34, 19]","[65, 136, 87]","[1.0, 0.0]",56
"[76, 55]","[11, 25, 88, 50, 36, 31]","[115, 56, 88]","[0.0, 1.1]",62
"[81, 2]","[57, 31, 83, 42, 1, 82]","[53, 60, 86]","[0.7, 0.0]",59
"[80, 22]","[100, 40, 43, 56, 63, 37]","[52, 48, 141]","[0.5, 0.0]",42
"[86, 34]","[6, 93, 17, 65, 33, 75]","[19, 54, 123]","[3.2, 0.0]",272
"[45, 57]","[11, 73, 26, 84, 25, 74]","[19, 100, 95]","[1.7, 0.0]",78
"[39, 77]","[72, 24, 44, 35, 36, 21]","[54, 77, 86]","[0.0, 2.2]",169
"[74, 59]","[74, 61, 1, 48, 96, 56]","[132, 71, 14]","[0.0, 0.2]",15
"[1, 66]","[42, 82, 17, 59, 69, 85]","[52, 20, 4]","[0.0, 0.0]",3
"[14, 61]","[20, 1, 84, 8, 6, 89]","[36, 26, 16]","[0.3, 0.2]",14
"[86, 89]","[89, 1, 68, 71, 93, 82]","[87, 38, 90]","[0.6, 0.0]",48
"[65, 74]","[89, 79, 14, 62, 39, 35]","[133, 97, 1]","[0.0, 0.0]",2
"[50, 37]","[30, 100, 46, 46, 81, 92]","[119, 53, 35]","[0.4, 0.0]",22
"[42, 34]","[34, 53, 42, 57, 20, 46]","[14, 124, 63]","[0.4, 0.0]",17
"[11, 94]","[30, 86, 90, 6, 74, 69]","[12, 121, 122]","[0.0, 0.1]",13
"[88, 95]","[91, 8, 12, 73, 69, 20]","[15, 43, 119]","[0.1, 0.6]",64
"[34, 3]","[34, 76, 96, 8, 43, 49]","[140, 13, 131]","[0.0, 1.6]",5
"[24, 98]","[46, 20, 44, 64, 78, 40]","[139, 125, 99]","[0.0, 2.0]",191
"[7, 100]","[93, 82, 54, 24, 12, 17]","[22, 33, 13]","[0.0, 0.3]",27
"[79, 94]","[9, 69, 75, 17, 3, 36]","[72, 49, 20]","[0.5, 0.5]",90
"[4, 73]","[90, 80, 31, 61, 24, 45]","[1, 95, 142]","[0.0, 0.0]",1
"[11, 45]","[7, 48, 88, 4, 92, 52]","[95, 119, 98]","[0.0, 1.9]",85
"[23, 96]","[84, 44, 69, 54, 29, 11]","[38, 129, 79]","[0.0, 0.9]",83
"[62, 23]","[74, 18, 88, 7, 65, 45]","[88, 73, 47]","[0.7, 0.0]",45
"[59, 99]","[87, 67, 47, 27, 29, 63]","[46, 99, 149]","[0.0, 0.7]",68
"[33, 84]","[28, 92, 74, 94, 46, 38]","[88, 38, 37]","[0.0, 0.4]",34
"[3, 45]","[49, 92, 92, 69, 97, 15]","[33, 90, 11]","[0.0, 0.4]",16
"[40, 60]","[71, 73, 85, 62, 68, 51]","[126, 37, 40]","[0.0, 0.6]",36
"[53, 38]","[59, 24, 37, 10, 62, 45]","[135, 60, 106]","[1.6, 0.2]",91
"[70, 89]","[75, 86, 2, 35, 75, 96]","[78, 37, 122]","[0.0, 0.9]",81
"[50, 14]","[62, 55, 41, 90, 27, 69]","[8, 44, 70]","[0.1, 0.0]",6
"[90, 76]","[38, 38, 14, 26, 15, 78]","[133, 34, 128]","[2.4, 0.0]",219
"[72, 70]","[49, 8, 90, 56, 18, 64]","[79, 122, 88]","[0.6, 1.2]",128
"[18, 94]","[30, 83, 47, 10, 40, 18]","[98, 4, 93]","[0.0, 0.4]",38
"[8, 86]","[25, 74, 71, 63, 52, 87]","[138, 89, 36]","[0.0, 0.4]",36
"[62, 42]","[39, 13, 55, 59, 25, 77]","[70, 45, 128]","[0.8, 0.0]",51
"[82, 46]","[95, 8, 63, 78, 40, 58]","[143, 6, 14]","[0.1, 0.0]",8
"[38, 47]","[90, 37, 71, 50, 12, 18]","[53, 75, 147]","[0.0, 1.4]",67
"[18, 74]","[75, 42, 83, 51, 34, 11]","[135, 144, 27]","[0.0, 2.5]",182
"[11, 33]","[100, 32, 61, 16, 99, 60]","[92, 11, 80]","[0.0, 0.7]",23
"[61, 95]","[11, 88, 42, 38, 99, 88]","[110, 132, 51]","[0.0, 0.6]",55
"[28, 87]","[31, 61, 11, 62, 45, 91]","[70, 22, 121]","[2.0, 0.0]",56
"[2, 27]","[16, 84, 56, 6, 44, 96]","[130, 91, 38]","[0.0, 0.4]",11
"[18, 9]","[94, 84, 62, 15, 17, 72]","[143, 123, 45]","[1.5, 0.0]",27
"[13, 76]","[70, 18, 69, 51, 2, 8]","[113, 72, 63]","[0.0, 1.4]",107
"[23, 27]","[80, 24, 51, 99, 82, 16]","[91, 98, 143]","[1.0, 0.5]",36
"[83, 83]","[24, 82, 95, 59, 94, 11]","[81, 40, 148]","[0.0, 0.7]",56
"[78, 77]","[83, 2, 61, 38, 86, 63]","[59, 97, 40]","[0.0, 0.6]",49
"[92, 13]","[75, 12, 40, 55, 87, 82]","[51, 121, 116]","[0.7, 0.0]",63
"[12, 75]","[33, 72, 60, 76, 6, 57]","[74, 7, 27]","[0.0, 0.1]",7
"[23, 19]","[15, 30, 55, 5, 18, 91]","[79, 6, 50]","[0.1, 0.5]",12
"[5, 50]","[6, 54, 30, 38, 30, 48]","[50, 31, 4]","[0.0, 0.1]",4
"[38, 11]","[50, 84, 87, 28, 9, 50]","[106, 44, 35]","[0.5, 0.0]",19
"[14, 75]","[27, 54, 82, 53, 85, 95]","[113, 133, 13]","[0.0, 0.1]",10
"[57, 47]","[4, 7, 65, 19, 94, 10]","[95, 62, 1]","[0.0, 0.1]",5
"[58, 35]","[19, 43, 60, 88, 98, 86]","[115, 92, 12]","[0.1, 0.0]",7
"[23, 61]","[78, 80, 49, 24, 35, 78]","[93, 38, 28]","[0.0, 0.4]",22
"[51, 90]","[89, 79, 23, 48, 75, 47]","[24, 139, 30]","[0.0, 0.3]",27
"[64, 98]","[11, 93, 9, 49, 47, 21]","[12, 38, 21]","[0.4, 0.1]",34
"[35, 60]","[80, 89, 95, 90, 9, 62]","[143, 106, 15]","[1.0, 0.1]",42
"[21, 56]","[71, 97, 98, 54, 76, 61]","[7, 12, 65]","[0.0, 0.1]",4
"[69, 80]","[33, 41, 28, 39, 36, 64]","[67, 17, 11]","[0.3, 0.0]",21
"[97, 89]","[67, 1, 93, 94, 50, 94]","[96, 111, 43]","[0.9, 0.0]",83
"[45, 19]","[1, 23, 37, 91, 60, 27]","[87, 63, 138]","[1.7, 0.0]",77
"[67, 5]","[45, 11, 78, 87, 93, 62]","[106, 136, 144]","[1.5, 0.0]",104
"[40, 33]","[65, 36, 21, 15, 76, 2]","[129, 82, 87]","[0.0, 3.6]",118
"[82, 10]","[35, 85, 94, 90, 80, 92]","[113, 57, 117]","[0.6, 0.0]",50
"[78, 59]","[50, 49, 39, 21, 41, 96]","[18, 13, 26]","[0.3, 0.1]",27
"[80, 54]","[13, 84, 91, 49, 25, 16]","[23, 87, 1]","[0.0, 0.1]",3
"[19, 97]","[28, 24, 81, 80, 52, 97]","[144, 40, 121]","[0.0, 0.5]",48
"[78, 71]","[12, 94, 40, 77, 23, 70]","[88, 46, 149]","[1.1, 0.0]",90
"[22, 18]","[15, 3, 57, 62, 21, 95]","[113, 119, 69]","[2.1, 0.0]",46
"[92, 76]","[94, 86, 33, 68, 24, 1]","[107, 28, 95]","[0.8, 0.0]",78
"[27, 91]","[46, 96, 57, 32, 73, 18]","[82, 117, 144]","[0.0, 0.9]",78
"[60, 2]","[68, 73, 43, 66, 10, 46]","[111, 50, 62]","[1.2, 0.0]",70
"[20, 63]","[91, 8, 49, 70, 47, 8]","[41, 118, 95]","[0.0, 1.7]",106
"[29, 2]","[26, 36, 81, 81, 52, 23]","[106, 115, 12]","[0.2, 0.0]",7
"[21, 62]","[30, 17, 96, 58, 62, 50]","[116, 125, 38]","[0.0, 0.8]",47
"[17, 9]","[82, 27, 63, 85, 6, 53]","[130, 85, 42]","[1.3, 0.0]",23
"[89, 63]","[87, 68, 73, 38, 62, 44]","[121, 16, 49]","[0.0, 0.4]",27
"[71, 64]","[26, 60, 22, 34, 48, 35]","[26, 92, 88]","[1.0, 0.0]",71
"[4, 55]","[68, 86, 53, 8, 82, 73]","[48, 149, 62]","[0.0, 0.6]",31
"[88, 71]","[33, 7, 62, 42, 70, 83]","[112, 126, 21]","[0.3, 0.0]",26
"[15, 35]","[43, 86, 37, 98, 53, 27]","[131, 142, 35]","[0.0, 1.3]",45
"[79, 10]","[76, 82, 22, 29, 59, 78]","[136, 3, 80]","[0.1, 0.0]",11
"[40, 42]","[85, 32, 100, 89, 98, 63]","[121, 139, 55]","[0.0, 0.9]",37
"[9, 68]","[51, 25, 46, 69, 93, 3]","[100, 13, 128]","[0.0, 0.2]",13
"[36, 62]","[42, 82, 81, 64, 95, 25]","[1, 126, 39]","[0.0, 0.0]",1
"[99, 54]","[99, 84, 32, 80, 43, 27]","[61, 87, 124]","[0.6, 0.0]",61
"[28, 73]","[11, 94, 27, 52, 30, 88]","[117, 125, 8]","[0.3, 0.0]",7
"[49, 70]","[91, 55, 62, 61, 3, 55]","[134, 7, 141]","[0.0, 0.1]",8
"[52, 65]","[92, 1, 58, 92, 52, 47]","[55, 9, 77]","[0.2, 0.0]",8
"[26, 39]","[27, 32, 36, 98, 80, 85]","[35, 27, 10]","[0.0, 0.1]",5
"[29, 1]","[3, 4, 97, 9, 43, 40]","[54, 136, 69]","[1.4, 0.0]",41
"[37, 44]","[53, 93, 91, 84, 7, 17]","[73, 121, 5]","[0.7, 0.0]",26
"[9, 6]","[70, 77, 14, 75, 20, 90]","[31, 77, 119]","[0.4, 0.0]",4
"[89, 71]","[65, 15, 56, 49, 68, 48]","[40, 36, 64]","[0.6, 0.0]",57
"[78, 18]","[6, 5, 100, 84, 76, 13]","[109, 21, 50]","[0.2, 0.0]",16
"[68, 89]","[95, 48, 91, 100, 77, 29]","[13, 38, 53]","[0.0, 0.3]",24
"[27, 22]","[52, 13, 3, 17, 86, 69]","[102, 75, 130]","[0.0, 1.9]",41
"[16, 69]","[73, 21, 49, 52, 55, 55]","[17, 117, 83]","[0.0, 0.8]",56
"[21, 90]","[93, 23, 14, 81, 69, 21]","[3, 7, 46]","[0.0, 0.1]",8
"[94, 72]","[70, 64, 72, 78, 11, 47]","[68, 79, 1]","[0.1, 0.0]",9
"[48, 4]","[79, 25, 57, 66, 100, 74]","[101, 34, 40]","[0.4, 0.0]",19
"[44, 40]","[66, 68, 69, 39, 53, 89]","[90, 108, 41]","[0.8, 0.0]",34
"[80, 88]","[99, 37, 62, 92, 30, 65]","[129, 143, 96]","[1.0, 0.9]",157
"[45, 58]","[32, 69, 87, 43, 40, 96]","[107, 110, 147]","[0.6, 1.3]",102
"[57, 39]","[90, 89, 13, 73, 85, 17]","[2, 40, 148]","[0.0, 0.0]",1
"[64, 81]","[46, 35, 18, 2, 10, 73]","[108, 143, 30]","[2.3, 0.1]",153
"[21, 83]","[23, 97, 6, 12, 1, 61]","[30, 4, 111]","[0.1, 0.3]",26
"[90, 22]","[100, 88, 6, 89, 86, 56]","[76, 72, 92]","[0.8, 0.0]",68
"[38, 73]","[11, 73, 88, 98, 35, 46]","[135, 21, 57]","[0.0, 0.2]",16
"[92, 86]","[37, 57, 9, 48, 77, 60]","[149, 133, 142]","[0.0, 2.4]",204
"[18, 23]","[74, 81, 80, 90, 44, 8]","[137, 115, 133]","[0.0, 1.3]",29
"[74, 35]","[74, 33, 49, 76, 7, 49]","[69, 30, 17]","[0.6, 0.0]",45
"[19, 26]","[10, 19, 13, 4, 90, 31]","[36, 9, 12]","[0.0, 0.4]",10
"[43, 23]","[6, 28, 84, 83, 7, 54]","[146, 53, 76]","[0.6, 0.0]",27
"[68, 31]","[58, 47, 48, 82, 42, 65]","[72, 75, 70]","[1.2, 0.0]",84
"[58, 32]","[81, 90, 49, 23, 87, 63]","[85, 116, 143]","[1.0, 0.0]",61
"[36, 54]","[47, 36, 87, 21, 61, 10]","[73, 30, 42]","[0.0, 1.4]",77
"[31, 76]","[3, 93, 14, 29, 59, 42]","[8, 9, 63]","[0.5, 0.1]",21
"[63, 48]","[60, 63, 56, 13, 45, 44]","[114, 115, 135]","[1.9, 0.0]",120
"[92, 72]","[100, 77, 30, 15, 71, 9]","[75, 134, 128]","[0.0, 1.0]",70
"[43, 66]","[33, 50, 39, 52, 2, 31]","[126, 87, 80]","[0.0, 1.7]",110
"[3, 42]","[57, 78, 72, 71, 18, 42]","[117, 82, 118]","[0.0, 1.2]",49
"[60, 55]","[72, 84, 22, 17, 64, 100]","[34, 45, 96]","[0.5, 0.0]",28
"[93, 41]","[45, 80, 98, 6, 87, 13]","[106, 75, 60]","[0.5, 1.0]",92
"[58, 55]","[25, 75, 68, 80, 86, 49]","[37, 136, 76]","[0.7, 0.2]",57
"[22, 63]","[26, 79, 7, 33, 44, 79]","[102, 55, 8]","[0.0, 0.1]",6
"[1, 95]","[31, 67, 36, 71, 91, 38]","[45, 26, 11]","[0.0, 0.3]",28
"[41, 90]","[75, 27, 88, 47, 80, 47]","[109, 15, 106]","[0.0, 0.3]",29
"[72, 84]","[58, 57, 98, 71, 81, 63]","[68, 124, 16]","[0.0, 0.3]",21
"[3, 51]","[90, 62, 53, 5, 62, 88]","[66, 133, 59]","[0.0, 0.7]",34
"[54, 46]","[84, 93, 97, 32, 19, 2]","[130, 142, 37]","[1.4, 0.1]",82
"[96, 77]","[43, 76, 46, 22, 7, 76]","[146, 82, 122]","[1.2, 1.3]",210
"[3, 47]","[69, 37, 91, 81, 78, 79]","[135, 50, 10]","[0.0, 0.1]",6
"[9, 93]","[21, 51, 94, 60, 4, 63]","[8, 66, 119]","[0.0, 0.2]",15
"[70, 54]","[95, 23, 50, 77, 69, 99]","[18, 68, 40]","[0.1, 0.3]",25
"[68, 73]","[21, 52, 50, 40, 30, 38]","[130, 24, 42]","[0.0, 0.6]",44
"[91, 71]","[98, 4, 94, 27, 36, 75]","[85, 113, 39]","[0.9, 0.1]",86
"[56, 20]","[37, 56, 4, 87, 65, 90]","[104, 99, 112]","[1.7, 0.0]",96
"[71, 23]","[16, 17, 73, 19, 49, 79]","[108, 33, 89]","[0.2, 1.0]",37
"[19, 95]","[94, 81, 88, 65, 33, 40]","[28, 122, 114]","[0.0, 0.3]",33
"[70, 63]","[60, 71, 49, 26, 29, 73]","[108, 84, 143]","[1.6, 0.1]",123
"[38, 23]","[3, 75, 50, 24, 58, 62]","[49, 94, 44]","[0.8, 0.0]",29
"[12, 75]","[39, 94, 75, 80, 4, 39]","[22, 89, 51]","[0.0, 0.2]",18
"[17, 12]","[31, 22, 82, 38, 30, 48]","[105, 101, 103]","[0.3, 1.9]",29
"[18, 75]","[44, 100, 94, 96, 16, 61]","[12, 104, 66]","[0.0, 0.1]",9
"[19, 54]","[3, 37, 80, 94, 70, 26]","[61, 125, 127]","[0.0, 1.3]",72
"[77, 41]","[31, 94, 34, 86, 27, 47]","[3, 76, 62]","[0.1, 0.0]",7
"[21, 19]","[50, 76, 34, 51, 52, 21]","[89, 96, 122]","[1.8, 0.0]",37
"[11, 49]","[82, 35, 45, 67, 67, 67]","[42, 150, 122]","[0.0, 1.2]",59
"[51, 39]","[56, 32, 89, 17, 5, 79]","[106, 27, 36]","[0.2, 0.4]",28
"[8, 41]","[62, 24, 95, 70, 79, 48]","[31, 19, 120]","[0.0, 0.3]",11
"[4, 6]","[58, 87, 45, 5, 94, 53]","[78, 97, 34]","[0.0, 0.6]",4
"[50, 91]","[70, 90, 68, 87, 25, 68]","[96, 57, 6]","[0.2, 0.0]",12
"[9, 52]","[25, 41, 80, 14, 17, 54]","[132, 84, 6]","[0.0, 0.1]",6
"[46, 24]","[93, 3, 49, 87, 26, 33]","[77, 25, 31]","[0.5, 0.0]",23
"[68, 40]","[37, 12, 5, 12, 45, 61]","[57, 40, 136]","[1.1, 1.4]",131
"[56, 70]","[79, 41, 87, 27, 46, 7]","[22, 92, 50]","[0.0, 0.5]",38
"[63, 27]","[99, 29, 90, 91, 68, 96]","[21, 30, 137]","[0.2, 0.2]",15
"[51, 21]","[34, 91, 29, 51, 67, 85]","[123, 68, 107]","[1.6, 0.0]",81
"[49, 90]","[75, 14, 85, 59, 94, 41]","[48, 71, 107]","[0.0, 1.2]",108
"[36, 76]","[35, 83, 50, 50, 7, 12]","[129, 90, 25]","[0.4, 1.4]",120
"[3, 59]","[39, 22, 49, 83, 25, 76]","[43, 29, 70]","[0.0, 0.3]",21
"[26, 12]","[72, 60, 26, 73, 53, 94]","[59, 100, 84]","[0.8, 0.0]",21
"[7, 99]","[39, 30, 97, 32, 69, 76]","[118, 97, 112]","[0.0, 1.5]",146
"[39, 55]","[7, 78, 98, 31, 61, 68]","[111, 50, 93]","[0.0, 1.4]",75
"[85, 80]","[22, 21, 51, 94, 20, 51]","[23, 34, 110]","[0.7, 0.0]",57
"[73, 35]","[85, 27, 17, 2, 1, 85]","[21, 103, 77]","[0.0, 0.8]",27
"[1, 25]","[38, 68, 24, 28, 38, 1]","[17, 98, 47]","[0.0, 0.2]",6
"[78, 22]","[95, 85, 59, 15, 83, 7]","[43, 15, 125]","[0.2, 0.3]",21
"[65, 72]","[70, 59, 61, 99, 83, 87]","[146, 7, 134]","[0.1, 0.0]",7
"[6, 86]","[46, 74, 68, 72, 66, 84]","[67, 10, 70]","[0.0, 0.1]",12
"[89, 83]","[89, 81, 89, 35, 61, 36]","[3, 146, 21]","[0.0, 0.0]",3
"[65, 92]","[38, 66, 58, 51, 18, 73]","[101, 17, 90]","[0.0, 0.3]",31
"[30, 6]","[5, 54, 40, 71, 73, 41]","[47, 148, 128]","[1.8, 0.0]",53
"[30, 48]","[30, 43, 45, 10, 33, 84]","[74, 117, 106]","[1.5, 0.7]",77
"[23, 17]","[89, 9, 53, 30, 97, 43]","[54, 54, 90]","[0.0, 1.8]",31
"[38, 20]","[72, 64, 5, 89, 61, 43]","[11, 42, 99]","[0.2, 0.0]",6
"[91, 4]","[29, 36, 20, 17, 60, 87]","[73, 105, 20]","[0.3, 0.0]",30
"[16, 87]","[43, 46, 69, 70, 88, 52]","[138, 86, 133]","[0.0, 1.2]",107
"[25, 54]","[77, 32, 67, 74, 17, 100]","[64, 144, 58]","[0.6, 0.5]",41
"[8, 75]","[20, 84, 16, 91, 64, 44]","[137, 114, 27]","[0.0, 0.6]",46
"[91, 53]","[78, 39, 83, 41, 46, 67]","[33, 7, 127]","[0.0, 0.2]",9
"[30, 11]","[27, 75, 47, 75, 87, 78]","[41, 37, 140]","[0.8, 0.0]",24
"[24, 27]","[76, 45, 55, 71, 10, 96]","[17, 112, 23]","[0.1, 0.2]",8
"[62, 50]","[98, 19, 13, 13, 29, 13]","[96, 107, 136]","[0.0, 5.1]",253
"[77, 68]","[91, 93, 19, 88, 95, 71]","[117, 123, 49]","[0.0, 0.7]",47
"[15, 58]","[58, 77, 11, 58, 24, 41]","[69, 136, 24]","[0.0, 0.6]",34
"[73, 30]","[45, 89, 22, 65, 65, 8]","[37, 6, 96]","[0.3, 0.0]",20
"[55, 78]","[46, 64, 7, 6, 46, 99]","[140, 89, 80]","[1.7, 0.0]",96
"[21, 2]","[95, 44, 51, 65, 88, 41]","[133, 48, 45]","[0.5, 0.0]",11
"[32, 5]","[21, 1, 71, 23, 74, 92]","[78, 8, 64]","[0.1, 0.0]",4
"[56, 15]","[57, 61, 18, 2, 35, 79]","[149, 81, 146]","[2.6, 0.0]",146
"[44, 89]","[42, 60, 20, 15, 9, 5]","[53, 15, 24]","[0.0, 0.9]",79
"[47, 72]","[67, 61, 52, 5, 65, 7]","[141, 127, 39]","[0.0, 2.3]",166
"[74, 80]","[4, 57, 49, 21, 99, 48]","[126, 23, 130]","[0.0, 1.1]",88
"[71, 6]","[20, 85, 17, 63, 95, 90]","[66, 133, 41]","[0.4, 0.0]",31
"[64, 70]","[21, 12, 87, 98, 17, 4]","[43, 16, 69]","[0.2, 0.0]",12
"[35, 29]","[6, 48, 78, 15, 45, 34]","[126, 94, 138]","[0.7, 2.5]",99
"[67, 71]","[12, 20, 76, 51, 59, 56]","[81, 94, 93]","[0.0, 1.7]",118
"[63, 46]","[27, 67, 33, 24, 93, 59]","[2, 15, 7]","[0.1, 0.0]",5
"[20, 78]","[48, 44, 70, 75, 72, 74]","[88, 118, 80]","[0.0, 1.1]",84
"[93, 83]","[85, 80, 75, 10, 70, 97]","[38, 110, 85]","[0.4, 0.0]",42
"[88, 24]","[16, 48, 1, 17, 100, 26]","[58, 72, 49]","[0.2, 1.1]",44
"[96, 86]","[64, 15, 16, 73, 70, 54]","[118, 140, 54]","[0.0, 1.0]",86
"[73, 53]","[88, 24, 10, 66, 82, 11]","[145, 90, 118]","[1.3, 1.2]",156
"[18, 57]","[39, 23, 39, 87, 39, 1]","[100, 102, 116]","[0.0, 1.2]",67
"[78, 65]","[2, 22, 28, 12, 26, 10]","[104, 124, 23]","[0.0, 2.3]",150
"[37, 92]","[45, 54, 61, 40, 39, 56]","[4, 140, 76]","[0.0, 0.1]",7
"[23, 95]","[43, 72, 52, 69, 44, 66]","[126, 143, 72]","[0.0, 1.1]",104
"[10, 88]","[32, 36, 96, 80, 94, 92]","[124, 68, 114]","[0.0, 0.8]",75
"[32, 46]","[34, 63, 86, 43, 19, 58]","[137, 26, 73]","[0.0, 0.6]",28
"[30, 7]","[65, 44, 91, 12, 49, 88]","[106, 11, 17]","[0.1, 0.1]",4
"[61, 22]","[44, 79, 84, 13, 6, 97]","[79, 41, 118]","[0.4, 0.8]",40
"[35, 24]","[88, 97, 78, 74, 31, 29]","[15, 53, 74]","[0.2, 0.0]",6
"[47, 42]","[77, 78, 75, 64, 12, 78]","[43, 145, 53]","[0.6, 0.0]",26
"[41, 19]","[20, 83, 99, 16, 69, 82]","[149, 5, 73]","[0.0, 0.3]",6
"[46, 66]","[87, 96, 69, 21, 88, 40]","[85, 129, 9]","[0.0, 0.2]",15
"[47, 82]","[95, 33, 3, 69, 15, 98]","[43, 146, 148]","[0.0, 1.3]",107
"[65, 62]","[49, 86, 89, 95, 65, 76]","[112, 115, 8]","[0.1, 0.0]",8
"[87, 99]","[15, 11, 90, 93, 90, 64]","[28, 57, 20]","[0.0, 0.3]",31
"[24, 11]","[19, 54, 58, 87, 30, 13]","[44, 74, 52]","[1.3, 0.0]",31
"[2, 40]","[63, 27, 24, 5, 30, 99]","[56, 76, 100]","[0.0, 1.0]",40
"[1, 11]","[71, 20, 63, 14, 97, 69]","[118, 105, 28]","[0.0, 0.4]",4
"[75, 11]","[8, 14, 61, 11, 25, 49]","[37, 89, 82]","[1.5, 0.0]",109
"[31, 15]","[31, 73, 14, 65, 89, 97]","[71, 47, 30]","[0.3, 0.0]",10
"[81, 76]","[67, 16, 93, 66, 66, 82]","[108, 108, 125]","[0.2, 1.4]",120
"[52, 70]","[37, 74, 24, 83, 86, 52]","[115, 74, 87]","[0.6, 0.7]",81
"[84, 50]","[68, 24, 61, 9, 29, 55]","[97, 13, 17]","[0.2, 0.2]",26
"[1, 12]","[77, 50, 30, 86, 29, 34]","[34, 63, 134]","[0.0, 0.7]",8
"[55, 87]","[91, 88, 22, 48, 45, 75]","[126, 72, 72]","[1.1, 0.3]",87
"[80, 90]","[77, 18, 51, 53, 55, 1]","[125, 117, 71]","[0.0, 2.2]",199
"[64, 59]","[12, 24, 5, 99, 82, 99]","[42, 27, 77]","[0.9, 0.0]",60
